filename,app_result_type,app_raw_score,threshold,image_path,image_ext,width,height,aspect_ratio,long_edge,file_size_kb,python_stage3_score,abs_delta,expected_file_sha256,matched_file_sha256,hash_match,app_label_from_score,python_label_from_score,verdict
gA_322.jpg,fraudulent,0.664125,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_322.jpg,.jpg,720,2030,0.35467980295566504,2030,52.4775390625,0.029202263802289963,0.63492273619771,998044a64257325de478d726c8001b5235188ecd60211c855a7e559ff74d4df7,998044a64257325de478d726c8001b5235188ecd60211c855a7e559ff74d4df7,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_323.jpg,fraudulent,0.662863,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_323.jpg,.jpg,720,1530,0.47058823529411764,1530,51.6328125,0.018884550780057907,0.6439784492199421,392d3f46f9df64a0af4f6c95ef8f4f3e9c302cc07ef78233ea66de69bc442938,392d3f46f9df64a0af4f6c95ef8f4f3e9c302cc07ef78233ea66de69bc442938,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_324.jpg,fraudulent,0.907431,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_324.jpg,.jpg,720,1530,0.47058823529411764,1530,51.1640625,0.18180745840072632,0.7256235415992737,24e3f217c281f9ce92978e64bc74fc2ef98b0fd514352b0ffe552835c3ae1a2f,24e3f217c281f9ce92978e64bc74fc2ef98b0fd514352b0ffe552835c3ae1a2f,True,fraudulent,fraudulent,possible_app_preprocess_mismatch
gA_327.jpg,fraudulent,0.907195,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_327.jpg,.jpg,720,1530,0.47058823529411764,1530,51.0517578125,0.1806214302778244,0.7265735697221756,083b9ed136db7dc394a4098122fa7619785f330f781b64424550ebe43f1c5032,083b9ed136db7dc394a4098122fa7619785f330f781b64424550ebe43f1c5032,True,fraudulent,fraudulent,possible_app_preprocess_mismatch
gA_328.jpg,fraudulent,0.380515,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_328.jpg,.jpg,720,2030,0.35467980295566504,2030,53.6572265625,0.014909305609762669,0.3656056943902373,4306e48b03a81596d1d75af14cdcd669f05688a2a25de619745daf803c48560e,4306e48b03a81596d1d75af14cdcd669f05688a2a25de619745daf803c48560e,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_329.jpg,fraudulent,0.945313,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_329.jpg,.jpg,720,1502,0.4793608521970706,1502,49.591796875,0.04990654066205025,0.8954064593379497,2f295ba4e12983c15ceb962a2f835a66ec6a74a749c43259247ee594bc896a5f,2f295ba4e12983c15ceb962a2f835a66ec6a74a749c43259247ee594bc896a5f,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_330.jpg,fraudulent,0.930981,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_330.jpg,.jpg,720,1530,0.47058823529411764,1530,50.79296875,0.10029850155115128,0.8306824984488487,1703d6ed95cd954ebc0eb9f1adfd46e58817bfa3935af2865de70b72e6ca616c,1703d6ed95cd954ebc0eb9f1adfd46e58817bfa3935af2865de70b72e6ca616c,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_331.jpg,fraudulent,0.802611,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_331.jpg,.jpg,720,1502,0.4793608521970706,1502,48.9169921875,0.022371795028448105,0.7802392049715519,668f2208330777f10be4a2fbba0a035f3558c4f80d3516bb127b382f80da84a9,668f2208330777f10be4a2fbba0a035f3558c4f80d3516bb127b382f80da84a9,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_332.jpg,fraudulent,0.925175,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_332.jpg,.jpg,720,1502,0.4793608521970706,1502,48.9833984375,0.032930489629507065,0.8922445103704929,eda87cef5138bd6ed000640c2d2b2909ef7c7c7fa6869c1c45febc77e72e9abe,eda87cef5138bd6ed000640c2d2b2909ef7c7c7fa6869c1c45febc77e72e9abe,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_333.jpg,fraudulent,0.838878,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_333.jpg,.jpg,720,1530,0.47058823529411764,1530,51.1962890625,0.07729610800743103,0.761581891992569,ad1760b598e8d7947461839b79e8b7b1a610e80ae37f422e8fe77ac20627016a,ad1760b598e8d7947461839b79e8b7b1a610e80ae37f422e8fe77ac20627016a,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_334.jpg,fraudulent,0.959617,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_334.jpg,.jpg,720,1502,0.4793608521970706,1502,48.8193359375,0.06732605397701263,0.8922909460229874,26e952a35c0305fc73a7e6b2905980c68d630206061c992f7e8557c9c2d1eb07,26e952a35c0305fc73a7e6b2905980c68d630206061c992f7e8557c9c2d1eb07,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_335.jpg,fraudulent,0.897403,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_335.jpg,.jpg,720,1530,0.47058823529411764,1530,51.1875,0.08218612521886826,0.8152168747811317,fe4c4cec26eb60ee420e3777347f33738aae99ad7950cc324aa4ad2c1ccf5ab8,fe4c4cec26eb60ee420e3777347f33738aae99ad7950cc324aa4ad2c1ccf5ab8,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_336.jpg,fraudulent,0.904986,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_336.jpg,.jpg,720,1530,0.47058823529411764,1530,50.3515625,0.15935593843460083,0.7456300615653991,58aa72ca995260da447ec26fe5ddfcae18e27fb46410f7d5e916fb3a708f34ed,58aa72ca995260da447ec26fe5ddfcae18e27fb46410f7d5e916fb3a708f34ed,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_337.jpg,fraudulent,0.811104,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_337.jpg,.jpg,720,1530,0.47058823529411764,1530,51.2587890625,0.05708742514252663,0.7540165748574734,7299dd0c6ce483073055ad5acd044cdc102d40a6d64f92c180b0006264a07a2c,7299dd0c6ce483073055ad5acd044cdc102d40a6d64f92c180b0006264a07a2c,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_338.jpg,fraudulent,0.758348,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_338.jpg,.jpg,720,1530,0.47058823529411764,1530,51.8544921875,0.044165872037410736,0.7141821279625893,61424261bade9569282fed4b452a1ff527a8f3e93bdbe01d101c3970046ba836,61424261bade9569282fed4b452a1ff527a8f3e93bdbe01d101c3970046ba836,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_339.jpg,fraudulent,0.95355,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_339.jpg,.jpg,720,1530,0.47058823529411764,1530,50.71875,0.28140512108802795,0.672144878911972,808f5ac2513b3edb465dc465956448295f6d8cd959621ac3d1454cf51e2088ae,808f5ac2513b3edb465dc465956448295f6d8cd959621ac3d1454cf51e2088ae,True,fraudulent,fraudulent,possible_app_preprocess_mismatch
gA_340.jpg,fraudulent,0.945495,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_340.jpg,.jpg,720,1502,0.4793608521970706,1502,49.3935546875,0.045386847108602524,0.9001081528913975,70d8b5e068de5e37a5bcf01483f17570d0f5121dadc15b2a478ce104f67f3aaa,70d8b5e068de5e37a5bcf01483f17570d0f5121dadc15b2a478ce104f67f3aaa,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_341.jpg,fraudulent,0.894221,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_341.jpg,.jpg,720,1530,0.47058823529411764,1530,50.80859375,0.10681697726249695,0.7874040227375031,d3695dcb8e1297770639d28fa0e89720a18472f40afa6c398831758140f44177,d3695dcb8e1297770639d28fa0e89720a18472f40afa6c398831758140f44177,True,fraudulent,genuine,possible_app_preprocess_mismatch
gA_342.jpg,fraudulent,0.80185,0.16,C:\Users\YUKI\Documents\Vivy\real_world_samples\Android\gA_342.jpg,.jpg,720,1530,0.47058823529411764,1530,51.7265625,0.04490344598889351,0.7569465540111064,8fcbaf392eaf8a8f2050b646ca21a0d33db7af075ea7d8f0172e7aa3ba13e8d4,8fcbaf392eaf8a8f2050b646ca21a0d33db7af075ea7d8f0172e7aa3ba13e8d4,True,fraudulent,genuine,possible_app_preprocess_mismatch
